Order_ID,Customer_ID,Order_Date,Category,Product_Name,Quantity,Price,Total_Amount,Discount_Percent,Final_Amount,Payment_Method,Order_Status,Rating
ORD001488,CUST00972,2023-08-05,Electronics,Headphones,2,5571.41,11142.82,0.0,11142.82,COD,Returned,
ORD001489,CUST00886,2024-07-17,Clothing,Shirt,4,3950.94,15803.76,0.0,15803.76,Debit Card,Delivered,5.0
ORD001490,CUST00286,2024-11-11,Home,Sofa,1,23344.49,23344.49,5.0,22177.27,UPI,Processing,
ORD001491,CUST00546,2024-05-21,Home,Chair,4,7527.88,30111.52,10.0,27100.37,UPI,Shipped,
ORD001492,CUST00461,2024-02-14,Clothing,Shirt,2,4657.6,9315.2,10.0,8383.68,COD,Delivered,4.0
ORD001493,CUST00672,2024-01-28,Clothing,Shirt,1,3575.08,3575.08,20.0,2860.06,Net Banking,Delivered,4.0
ORD001494,CUST00194,2023-05-22,Sports,Cricket Bat,2,921.09,1842.18,20.0,1473.74,COD,Delivered,5.0
ORD001495,CUST00585,2023-11-29,Sports,Dumbbells,1,6427.24,6427.24,5.0,6105.88,Debit Card,Delivered,4.0
ORD001496,CUST00701,2024-09-07,Electronics,Tablet,1,47630.83,47630.83,5.0,45249.29,Net Banking,Processing,
ORD001497,CUST00885,2024-04-13,Clothing,Jeans,2,4326.39,8652.78,0.0,8652.78,Debit Card,Delivered,2.0
ORD001498,CUST00331,2023-07-31,Electronics,Smartwatch,1,15214.71,15214.71,0.0,15214.71,Net Banking,Delivered,5.0
ORD001499,CUST00455,2024-05-27,Clothing,Dress,4,4085.39,16341.56,10.0,14707.4,COD,Delivered,2.0
ORD001500,CUST00251,2023-01-08,Home,Rug,1,21939.34,21939.34,15.0,18648.44,Net Banking,Shipped,
ORD001501,CUST00482,2023-09-24,Home,Chair,4,3040.6,12162.4,0.0,12162.4,COD,Processing,
ORD001502,CUST00796,2023-01-25,Books,Textbook,5,1041.22,5206.1,0.0,5206.1,Credit Card,Delivered,4.0
ORD001503,CUST00849,2024-02-14,Sports,Dumbbells,3,11647.04,34941.12,5.0,33194.06,COD,Shipped,
ORD001504,CUST00451,2023-05-30,Home,Lamp,1,23835.28,23835.28,10.0,21451.75,COD,Shipped,
ORD001505,CUST00115,2024-11-03,Sports,Dumbbells,4,2949.83,11799.32,10.0,10619.39,Debit Card,Delivered,2.0
ORD001506,CUST00271,2024-04-14,Electronics,Headphones,1,17037.26,17037.26,10.0,15333.53,Net Banking,Processing,
ORD001507,CUST00776,2023-12-05,Clothing,Jacket,4,2040.99,8163.96,5.0,7755.76,UPI,Shipped,
ORD001508,CUST00609,2024-06-18,Electronics,Smartphone,2,38257.08,76514.16,15.0,65037.04,Debit Card,Delivered,5.0
ORD001509,CUST00372,2024-08-04,Sports,Yoga Mat,2,4722.67,9445.34,10.0,8500.81,Net Banking,Delivered,3.0
ORD001510,CUST00159,2023-05-31,Sports,Dumbbells,2,12175.38,24350.76,0.0,24350.76,Net Banking,Delivered,2.0
ORD001511,CUST00029,2024-08-21,Clothing,Jeans,2,3124.54,6249.08,10.0,5624.17,UPI,Delivered,5.0
ORD001512,CUST00416,2023-12-19,Books,Fiction,2,1004.0,2008.0,15.0,1706.8,COD,Delivered,3.0
ORD001513,CUST00536,2024-10-25,Home,Table,4,11961.38,47845.52,0.0,47845.52,COD,Delivered,4.0
ORD001514,CUST00919,2023-12-17,Home,Chair,1,1412.75,1412.75,0.0,1412.75,Debit Card,Delivered,3.0
ORD001515,CUST00624,2024-10-27,Sports,Bicycle,1,11067.05,11067.05,0.0,11067.05,Net Banking,Delivered,1.0
ORD001516,CUST00861,2023-08-22,Sports,Dumbbells,5,12763.32,63816.6,5.0,60625.77,UPI,Shipped,
ORD001517,CUST00409,2024-06-03,Sports,Cricket Bat,3,1933.18,5799.54,20.0,4639.63,COD,Delivered,5.0
ORD001518,CUST00894,2024-04-02,Electronics,Tablet,1,48545.51,48545.51,0.0,48545.51,Debit Card,Delivered,2.0
ORD001519,CUST00707,2024-12-07,Sports,Cricket Bat,2,12934.08,25868.16,0.0,25868.16,Debit Card,Shipped,
ORD001520,CUST00624,2023-07-14,Clothing,Jacket,1,2983.89,2983.89,15.0,2536.31,Credit Card,Shipped,
ORD001521,CUST00136,2023-08-22,Books,Non-Fiction,2,593.59,1187.18,0.0,1187.18,COD,Delivered,1.0
ORD001522,CUST00550,2023-07-21,Electronics,Smartphone,1,16487.83,16487.83,0.0,16487.83,Net Banking,Delivered,2.0
ORD001523,CUST00103,2024-05-13,Books,Comics,5,966.19,4830.95,5.0,4589.4,Credit Card,Delivered,1.0
ORD001524,CUST00738,2024-08-26,Home,Rug,2,23544.48,47088.96,10.0,42380.06,COD,Shipped,
ORD001525,CUST00001,2023-10-05,Clothing,Jacket,5,3895.52,19477.6,0.0,19477.6,Debit Card,Delivered,4.0
ORD001526,CUST00527,2023-09-28,Clothing,Shoes,3,4781.46,14344.38,0.0,14344.38,Debit Card,Processing,
ORD001527,CUST00695,2023-04-25,Books,Comics,4,853.98,3415.92,0.0,3415.92,Debit Card,Returned,
ORD001528,CUST00327,2023-07-03,Books,Non-Fiction,2,811.66,1623.32,5.0,1542.15,Net Banking,Delivered,1.0
ORD001529,CUST00948,2023-07-07,Home,Rug,5,10930.52,54652.6,10.0,49187.34,Credit Card,Delivered,2.0
ORD001530,CUST00315,2024-04-28,Books,Non-Fiction,5,597.0,2985.0,15.0,2537.25,UPI,Delivered,2.0
ORD001531,CUST00585,2023-07-16,Sports,Football,2,2741.67,5483.34,15.0,4660.84,Debit Card,Shipped,
ORD001532,CUST00625,2024-04-30,Sports,Football,5,2778.42,13892.1,10.0,12502.89,Net Banking,Delivered,3.0
ORD001533,CUST00235,2024-01-15,Clothing,Jacket,3,2623.92,7871.76,10.0,7084.58,UPI,Delivered,3.0
ORD001534,CUST00461,2024-03-03,Clothing,Shoes,4,2413.84,9655.36,0.0,9655.36,Net Banking,Delivered,4.0
ORD001535,CUST00363,2023-10-08,Sports,Cricket Bat,4,12177.88,48711.52,0.0,48711.52,Debit Card,Delivered,3.0
ORD001536,CUST00302,2024-01-27,Home,Table,4,1686.69,6746.76,10.0,6072.08,COD,Delivered,2.0
ORD001537,CUST00633,2023-04-20,Books,Non-Fiction,3,772.13,2316.39,0.0,2316.39,Debit Card,Delivered,
ORD001538,CUST00965,2024-11-06,Sports,Dumbbells,1,9097.63,9097.63,0.0,9097.63,Net Banking,Delivered,5.0
ORD001539,CUST00601,2024-10-16,Home,Chair,1,2720.19,2720.19,0.0,2720.19,COD,Delivered,3.0
ORD001540,CUST00114,2023-11-29,Books,Fiction,1,374.57,374.57,10.0,337.11,Net Banking,Returned,
ORD001541,CUST00895,2023-07-24,Electronics,Smartwatch,5,29818.57,149092.85,0.0,149092.85,Net Banking,Delivered,5.0
ORD001542,CUST00560,2024-06-27,Sports,Bicycle,5,10080.02,50400.1,0.0,50400.1,Credit Card,Shipped,
ORD001543,CUST00789,2024-01-05,Electronics,Tablet,3,43639.69,130919.07,10.0,117827.16,Net Banking,Cancelled,
ORD001544,CUST00220,2024-04-16,Clothing,Shirt,2,1945.7,3891.4,5.0,3696.83,Debit Card,Delivered,3.0
ORD001545,CUST00262,2023-05-24,Books,Textbook,1,1171.95,1171.95,0.0,1171.95,Net Banking,Delivered,4.0
ORD001546,CUST00818,2024-06-08,Electronics,Smartphone,1,41718.38,41718.38,0.0,41718.38,COD,Delivered,1.0
ORD001547,CUST00983,2024-07-05,Books,Non-Fiction,3,1335.01,4005.03,0.0,4005.03,COD,Delivered,1.0
ORD001548,CUST00753,2023-04-26,Electronics,Tablet,5,28613.09,143065.45,10.0,128758.91,COD,Delivered,1.0
ORD001549,CUST00588,2023-03-16,Home,Rug,2,18690.91,37381.82,10.0,33643.64,Net Banking,Shipped,
ORD001550,CUST00477,2024-10-28,Home,Rug,2,26791.32,53582.64,5.0,50903.51,Debit Card,Delivered,3.0
ORD001551,CUST00465,2023-01-22,Books,Non-Fiction,4,1215.45,4861.8,0.0,4861.8,UPI,Delivered,4.0
ORD001552,CUST00020,2023-06-04,Electronics,Laptop,4,11881.31,47525.24,5.0,45148.98,Debit Card,Delivered,3.0
ORD001553,CUST00546,2024-08-11,Home,Rug,2,19954.77,39909.54,0.0,39909.54,COD,Cancelled,
ORD001554,CUST00792,2023-04-14,Electronics,Smartwatch,2,10942.29,21884.58,15.0,18601.89,COD,Delivered,1.0
ORD001555,CUST00799,2023-12-02,Electronics,Smartwatch,1,27371.75,27371.75,5.0,26003.16,Debit Card,Processing,
ORD001556,CUST00207,2023-08-27,Clothing,Shoes,3,1234.8,3704.4,10.0,3333.96,Debit Card,Cancelled,
ORD001557,CUST00028,2023-05-07,Electronics,Smartwatch,4,43979.77,175919.08,0.0,175919.08,Net Banking,Shipped,
ORD001558,CUST00889,2024-01-25,Sports,Dumbbells,2,12885.73,25771.46,0.0,25771.46,Net Banking,Delivered,2.0
ORD001559,CUST00790,2023-04-06,Home,Chair,1,18116.3,18116.3,15.0,15398.85,COD,Returned,
ORD001560,CUST00742,2023-05-04,Books,Non-Fiction,2,358.21,716.42,0.0,716.42,COD,Cancelled,
ORD001561,CUST00325,2024-06-03,Home,Lamp,1,6538.45,6538.45,5.0,6211.53,UPI,Delivered,4.0
ORD001562,CUST00017,2024-02-14,Electronics,Laptop,4,19497.43,77989.72,0.0,77989.72,Credit Card,Returned,
ORD001563,CUST00969,2024-10-29,Clothing,Shoes,4,4264.41,17057.64,5.0,16204.76,Credit Card,Delivered,4.0
ORD001564,CUST00897,2024-10-24,Books,Fiction,3,220.61,661.83,0.0,661.83,Credit Card,Processing,
ORD001565,CUST00255,2024-06-15,Clothing,Shirt,2,3040.61,6081.22,10.0,5473.1,Net Banking,Delivered,1.0
ORD001566,CUST00611,2024-01-16,Clothing,Jeans,3,4398.55,13195.65,0.0,13195.65,Debit Card,Delivered,2.0
ORD001567,CUST00959,2024-01-09,Books,Non-Fiction,2,1454.89,2909.78,10.0,2618.8,Credit Card,Processing,
ORD001568,CUST00031,2024-10-02,Books,Fiction,4,465.3,1861.2,5.0,1768.14,UPI,Delivered,1.0
ORD001569,CUST00803,2023-02-05,Electronics,Laptop,4,17113.84,68455.36,15.0,58187.06,Debit Card,Shipped,
ORD001570,CUST00048,2024-06-21,Books,Comics,5,690.15,3450.75,0.0,3450.75,Credit Card,Delivered,2.0
ORD001571,CUST00095,2024-05-02,Home,Lamp,1,29657.55,29657.55,15.0,25208.92,Net Banking,Delivered,5.0
ORD001572,CUST00451,2023-11-15,Electronics,Smartwatch,1,42960.25,42960.25,0.0,42960.25,UPI,Delivered,5.0
ORD001573,CUST00375,2024-05-04,Books,Textbook,1,1068.96,1068.96,0.0,1068.96,COD,Delivered,2.0
ORD001574,CUST00528,2023-08-19,Electronics,Smartwatch,2,40428.02,80856.04,10.0,72770.44,Credit Card,Delivered,3.0
ORD001575,CUST00909,2023-09-14,Books,Textbook,2,336.8,673.6,0.0,673.6,UPI,Delivered,4.0
ORD001576,CUST00685,2023-10-01,Books,Magazine,5,875.89,4379.45,0.0,4379.45,Debit Card,Shipped,
ORD001577,CUST00384,2024-01-30,Sports,Football,1,2605.7,2605.7,20.0,2084.56,Debit Card,Delivered,1.0
ORD001578,CUST00147,2023-06-15,Sports,Cricket Bat,2,994.65,1989.3,5.0,1889.83,Credit Card,Delivered,4.0
ORD001579,CUST00879,2024-02-20,Home,Table,5,6444.7,32223.5,0.0,32223.5,Debit Card,Delivered,3.0
ORD001580,CUST00559,2024-11-02,Home,Rug,3,4416.75,13250.25,0.0,13250.25,UPI,Shipped,
ORD001581,CUST00914,2024-07-16,Clothing,Shirt,4,1648.78,6595.12,5.0,6265.36,Credit Card,Delivered,3.0
ORD001582,CUST00782,2024-03-12,Books,Non-Fiction,3,541.72,1625.16,0.0,1625.16,COD,Delivered,2.0
ORD001583,CUST00999,2024-07-17,Home,Rug,1,25072.26,25072.26,15.0,21311.42,Debit Card,Shipped,
ORD001584,CUST00315,2024-05-31,Home,Rug,1,13648.76,13648.76,0.0,13648.76,COD,Delivered,2.0
ORD001585,CUST00795,2024-06-22,Electronics,Laptop,3,10574.91,31724.73,5.0,30138.49,Debit Card,Delivered,5.0
ORD001586,CUST00538,2024-07-06,Electronics,Smartphone,3,40172.79,120518.37,0.0,120518.37,COD,Delivered,2.0
ORD001587,CUST00103,2023-08-20,Sports,Football,5,2901.71,14508.55,5.0,13783.12,Debit Card,Shipped,
ORD001588,CUST00979,2023-10-13,Books,Textbook,2,751.22,1502.44,0.0,1502.44,Net Banking,Delivered,5.0
ORD001589,CUST00996,2023-11-26,Home,Lamp,4,26918.59,107674.36,0.0,107674.36,UPI,Delivered,3.0
ORD001590,CUST00726,2024-09-19,Books,Comics,2,1068.56,2137.12,0.0,2137.12,Credit Card,Delivered,4.0
ORD001591,CUST00144,2023-09-06,Electronics,Smartwatch,2,24461.86,48923.72,5.0,46477.53,Debit Card,Delivered,4.0
ORD001592,CUST00606,2023-03-14,Clothing,Jeans,3,1618.58,4855.74,0.0,4855.74,UPI,Delivered,4.0
ORD001593,CUST00127,2023-07-30,Sports,Dumbbells,2,11225.0,22450.0,10.0,20205.0,UPI,Delivered,1.0
ORD001594,CUST00653,2023-04-16,Electronics,Headphones,5,26414.52,132072.6,0.0,132072.6,COD,Shipped,
ORD001595,CUST00677,2024-07-08,Home,Rug,1,9665.84,9665.84,0.0,9665.84,Net Banking,Shipped,
ORD001596,CUST00902,2023-10-06,Sports,Bicycle,3,13702.34,41107.02,0.0,41107.02,Credit Card,Cancelled,
ORD001597,CUST00913,2024-03-12,Clothing,Jacket,4,1007.77,4031.08,10.0,3627.97,Net Banking,Delivered,
ORD001598,CUST00536,2024-09-05,Electronics,Headphones,5,5157.79,25788.95,15.0,21920.61,Debit Card,Processing,
ORD001599,CUST00681,2024-03-07,Books,Fiction,4,1287.72,5150.88,15.0,4378.25,Credit Card,Delivered,3.0
ORD001600,CUST00863,2024-10-17,Sports,Dumbbells,3,11120.42,33361.26,5.0,31693.2,Net Banking,Delivered,3.0
ORD001601,CUST00366,2023-09-06,Electronics,Tablet,4,1435.96,5743.84,5.0,5456.65,Debit Card,Delivered,3.0
ORD001602,CUST00107,2024-07-28,Sports,Bicycle,4,12480.78,49923.12,0.0,49923.12,COD,Delivered,5.0
ORD001603,CUST00892,2023-04-21,Sports,Football,5,6047.51,30237.55,5.0,28725.67,Credit Card,Delivered,1.0
ORD001604,CUST00990,2024-11-19,Sports,Bicycle,5,3959.91,19799.55,0.0,19799.55,COD,Shipped,
ORD001605,CUST00404,2024-10-24,Sports,Yoga Mat,3,11292.49,33877.47,5.0,32183.6,Net Banking,Shipped,
ORD001606,CUST00536,2024-11-16,Electronics,Smartphone,4,47057.69,188230.76,5.0,178819.22,Debit Card,Cancelled,
ORD001607,CUST00025,2023-10-27,Sports,Cricket Bat,1,14216.27,14216.27,10.0,12794.64,Credit Card,Cancelled,
ORD001608,CUST00870,2023-12-27,Clothing,Jacket,3,2113.65,6340.95,0.0,6340.95,Debit Card,Returned,
ORD001609,CUST00803,2023-06-14,Electronics,Smartphone,3,16766.01,50298.03,5.0,47783.13,COD,Delivered,4.0
ORD001610,CUST00772,2024-05-26,Home,Table,2,23648.08,47296.16,0.0,47296.16,UPI,Processing,
ORD001611,CUST00552,2023-11-21,Sports,Dumbbells,2,12174.76,24349.52,15.0,20697.09,Credit Card,Shipped,
ORD001612,CUST00093,2024-05-24,Sports,Cricket Bat,5,6387.95,31939.75,0.0,31939.75,Net Banking,Delivered,4.0
ORD001613,CUST00360,2023-06-13,Home,Sofa,3,24371.03,73113.09,0.0,73113.09,UPI,Returned,
ORD001614,CUST00195,2024-12-18,Books,Magazine,5,603.69,3018.45,10.0,2716.61,UPI,Delivered,5.0
ORD001615,CUST00183,2023-07-23,Home,Chair,1,18935.66,18935.66,15.0,16095.31,COD,Delivered,4.0
ORD001616,CUST00873,2024-06-29,Clothing,Jacket,3,1155.94,3467.82,15.0,2947.65,Debit Card,Delivered,1.0
ORD001617,CUST00866,2024-09-20,Sports,Dumbbells,3,12311.31,36933.93,0.0,36933.93,Credit Card,Delivered,2.0
ORD001618,CUST00454,2024-11-14,Electronics,Smartphone,2,12898.46,25796.92,0.0,25796.92,Credit Card,Returned,
ORD001619,CUST00854,2023-08-20,Sports,Yoga Mat,2,14757.3,29514.6,0.0,29514.6,Debit Card,Delivered,3.0
ORD001620,CUST00250,2024-03-25,Electronics,Laptop,4,42990.54,171962.16,20.0,137569.73,COD,Delivered,2.0
ORD001621,CUST00423,2024-02-14,Clothing,Shirt,5,4315.57,21577.85,10.0,19420.06,Net Banking,Delivered,3.0
ORD001622,CUST00823,2023-08-29,Clothing,Jacket,3,2440.92,7322.76,0.0,7322.76,UPI,Delivered,2.0
ORD001623,CUST00330,2024-08-15,Sports,Yoga Mat,5,4079.98,20399.9,10.0,18359.91,COD,Delivered,5.0
ORD001624,CUST00322,2023-08-22,Electronics,Headphones,5,40516.88,202584.4,10.0,182325.96,COD,Shipped,
ORD001625,CUST00230,2024-04-16,Home,Rug,1,8804.87,8804.87,5.0,8364.63,Net Banking,Delivered,1.0
ORD001626,CUST00977,2024-07-26,Clothing,Shirt,4,599.52,2398.08,0.0,2398.08,UPI,Delivered,2.0
ORD001627,CUST00066,2024-08-06,Sports,Football,3,5638.98,16916.94,10.0,15225.25,Credit Card,Delivered,4.0
ORD001628,CUST00442,2024-02-10,Sports,Yoga Mat,2,11583.3,23166.6,0.0,23166.6,Net Banking,Delivered,3.0
ORD001629,CUST00339,2024-02-21,Clothing,Dress,5,3064.36,15321.8,20.0,12257.44,COD,Delivered,5.0
ORD001630,CUST00323,2024-12-30,Electronics,Laptop,1,48567.72,48567.72,0.0,48567.72,COD,Shipped,
ORD001631,CUST00073,2023-06-15,Books,Textbook,4,282.72,1130.88,20.0,904.7,Debit Card,Shipped,
ORD001632,CUST00793,2023-01-31,Sports,Bicycle,2,14849.06,29698.12,10.0,26728.31,Net Banking,Delivered,3.0
ORD001633,CUST00092,2024-12-18,Electronics,Headphones,5,47350.44,236752.2,10.0,213076.98,Net Banking,Cancelled,
ORD001634,CUST00391,2023-07-07,Sports,Yoga Mat,3,7378.91,22136.73,0.0,22136.73,UPI,Delivered,4.0
ORD001635,CUST00901,2023-09-24,Clothing,Jacket,2,2748.57,5497.14,0.0,5497.14,Debit Card,Delivered,1.0
ORD001636,CUST00348,2023-09-21,Home,Rug,5,22802.65,114013.25,0.0,114013.25,COD,Delivered,5.0
ORD001637,CUST00061,2023-01-02,Sports,Football,2,5910.63,11821.26,0.0,11821.26,COD,Returned,
ORD001638,CUST00335,2024-07-30,Home,Chair,5,9881.65,49408.25,20.0,39526.6,Credit Card,Delivered,2.0
ORD001639,CUST00652,2023-08-12,Books,Textbook,5,847.66,4238.3,15.0,3602.55,Credit Card,Returned,
ORD001640,CUST00935,2023-07-01,Electronics,Smartwatch,5,30306.14,151530.7,5.0,143954.17,Debit Card,Processing,
ORD001641,CUST00834,2024-07-04,Home,Rug,1,1879.91,1879.91,10.0,1691.92,Credit Card,Processing,
ORD001642,CUST00320,2024-08-27,Clothing,Shoes,2,984.99,1969.98,0.0,1969.98,Credit Card,Delivered,5.0
ORD001643,CUST00159,2024-11-05,Books,Textbook,4,1396.0,5584.0,10.0,5025.6,Net Banking,Delivered,1.0
ORD001644,CUST00685,2024-01-10,Books,Comics,2,285.1,570.2,0.0,570.2,Net Banking,Delivered,4.0
ORD001645,CUST00043,2024-11-06,Home,Table,4,2700.1,10800.4,0.0,10800.4,COD,Shipped,
ORD001646,CUST00533,2024-06-23,Electronics,Tablet,3,33444.82,100334.46,5.0,95317.74,COD,Delivered,5.0
ORD001647,CUST00659,2024-04-03,Clothing,Jeans,2,1771.53,3543.06,,3011.6,UPI,Shipped,
ORD001648,CUST00437,2024-05-17,Home,Chair,1,13619.03,13619.03,0.0,13619.03,Credit Card,Delivered,4.0
ORD001649,CUST00625,2024-12-01,Home,Chair,3,9871.03,29613.09,10.0,26651.78,COD,Delivered,2.0
ORD001650,CUST00970,2024-08-07,Electronics,Tablet,5,15910.3,79551.5,10.0,71596.35,UPI,Delivered,5.0
ORD001651,CUST00029,2023-07-12,Electronics,Smartphone,4,48365.0,193460.0,0.0,193460.0,COD,Delivered,4.0
ORD001652,CUST00757,2024-06-04,Books,Non-Fiction,2,881.18,1762.36,15.0,1498.01,Credit Card,Delivered,1.0
ORD001653,CUST00469,2023-03-16,Clothing,Shirt,3,4515.6,13546.8,0.0,13546.8,Net Banking,Shipped,
ORD001654,CUST00656,2023-07-30,Books,Textbook,4,220.27,881.08,15.0,748.92,Credit Card,Cancelled,
ORD001655,CUST00005,2023-07-01,Clothing,Dress,3,3468.17,10404.51,0.0,10404.51,Debit Card,Returned,
ORD001656,CUST00858,2024-09-05,Home,Chair,2,2297.95,4595.9,15.0,3906.51,UPI,Delivered,4.0
ORD001657,CUST00697,2023-07-29,Books,Magazine,3,1123.22,3369.66,0.0,3369.66,UPI,Cancelled,
ORD001658,CUST00011,2023-10-12,Home,Lamp,4,24883.09,99532.36,10.0,89579.12,Debit Card,Shipped,
ORD001659,CUST00500,2023-02-12,Clothing,Jacket,4,3200.58,12802.32,0.0,12802.32,Net Banking,Delivered,2.0
ORD001660,CUST00073,2024-05-15,Sports,Cricket Bat,2,2158.52,4317.04,0.0,4317.04,COD,Delivered,3.0
ORD001661,CUST00979,2023-10-19,Sports,Football,4,10867.84,43471.36,15.0,36950.66,UPI,Delivered,3.0
ORD001662,CUST00112,2023-03-30,Sports,Bicycle,2,2231.31,4462.62,0.0,4462.62,Net Banking,Delivered,5.0
ORD001663,CUST00037,2023-08-23,Books,Fiction,1,822.47,822.47,0.0,822.47,Net Banking,Delivered,1.0
ORD001664,CUST00248,2023-05-27,Home,Lamp,4,18844.3,75377.2,5.0,71608.34,Credit Card,Delivered,5.0
ORD001665,CUST00786,2023-02-14,Clothing,Jeans,3,3958.47,11875.41,0.0,11875.41,Debit Card,Delivered,3.0
ORD001666,CUST00944,2024-10-21,Clothing,Shirt,2,2075.53,4151.06,0.0,4151.06,Net Banking,Delivered,3.0
ORD001667,CUST00518,2023-12-10,Electronics,Tablet,2,11881.59,23763.18,0.0,23763.18,Net Banking,Delivered,4.0
ORD001668,CUST00072,2024-07-24,Clothing,Dress,3,3207.47,9622.41,20.0,7697.93,COD,Delivered,1.0
ORD001669,CUST00115,2024-07-01,Sports,Football,5,1444.4,7222.0,10.0,6499.8,Debit Card,Delivered,3.0
ORD001670,CUST00380,2024-12-01,Electronics,Smartphone,1,7859.53,7859.53,0.0,7859.53,Net Banking,Delivered,1.0
ORD001671,CUST00834,2023-08-18,Home,Chair,1,23292.17,23292.17,5.0,22127.56,Credit Card,Shipped,
ORD001672,CUST00076,2024-08-08,Electronics,Laptop,4,32724.04,130896.16,5.0,124351.35,UPI,Delivered,4.0
ORD001673,CUST00461,2024-09-19,Sports,Dumbbells,4,3946.2,15784.8,0.0,15784.8,Net Banking,Delivered,2.0
ORD001674,CUST00466,2023-05-28,Books,Comics,2,1343.28,2686.56,20.0,2149.25,Debit Card,Delivered,4.0
ORD001675,CUST00264,2024-03-18,Clothing,Shirt,1,2156.35,2156.35,0.0,2156.35,Debit Card,Shipped,
ORD001676,CUST00421,2024-02-16,Sports,Yoga Mat,2,13257.17,26514.34,0.0,26514.34,UPI,Delivered,4.0
ORD001677,CUST00432,2024-03-30,Home,Lamp,4,14356.86,57427.44,0.0,57427.44,Net Banking,Returned,
ORD001678,CUST00334,2023-07-30,Sports,Football,5,6283.8,31419.0,5.0,29848.05,Debit Card,Delivered,5.0
ORD001679,CUST00373,2024-01-19,Home,Rug,4,16897.96,67591.84,0.0,67591.84,Debit Card,Delivered,4.0
ORD001680,CUST00112,2024-09-30,Books,Comics,3,1047.91,3143.73,0.0,3143.73,Debit Card,Delivered,5.0
ORD001681,CUST00912,2024-03-18,Clothing,Shirt,5,3468.43,17342.15,0.0,17342.15,Net Banking,Delivered,2.0
ORD001682,CUST00396,2024-11-27,Books,Magazine,3,1067.09,3201.27,5.0,3041.21,Debit Card,Delivered,5.0
ORD001683,CUST00801,2024-04-24,Clothing,Jeans,3,1178.07,3534.21,10.0,3180.79,Debit Card,Delivered,4.0
ORD001684,CUST00324,2024-06-27,Books,Textbook,5,1412.93,7064.65,5.0,6711.42,Credit Card,Shipped,
ORD001685,CUST00806,2023-02-24,Electronics,Tablet,1,5018.9,5018.9,0.0,5018.9,Credit Card,Delivered,3.0
ORD001686,CUST00208,2023-11-11,Sports,Dumbbells,2,2683.74,5367.48,5.0,5099.11,UPI,Shipped,
ORD001687,CUST00324,2024-05-01,Books,Magazine,4,1375.87,5503.48,0.0,5503.48,Debit Card,Delivered,1.0
ORD001688,CUST00822,2023-06-17,Books,Comics,2,407.76,815.52,15.0,693.19,COD,Delivered,4.0
ORD001689,CUST00163,2024-12-17,Books,Comics,4,918.02,3672.08,20.0,2937.66,Debit Card,Returned,
ORD001690,CUST00680,2023-02-10,Electronics,Smartwatch,1,45531.89,45531.89,0.0,45531.89,Net Banking,Delivered,4.0
ORD001691,CUST00175,2024-03-27,Sports,Bicycle,3,789.33,2367.99,0.0,2367.99,Debit Card,Delivered,1.0
ORD001692,CUST00994,2023-12-19,Books,Fiction,5,1430.59,7152.95,15.0,6080.01,Credit Card,Processing,
ORD001693,CUST00071,2024-11-24,Clothing,Shirt,3,1107.25,3321.75,0.0,3321.75,Debit Card,Delivered,2.0
ORD001694,CUST00985,2023-12-30,Sports,Cricket Bat,1,5150.13,5150.13,0.0,5150.13,Net Banking,Delivered,5.0
ORD001695,CUST00428,2023-07-16,Clothing,Shirt,3,2143.47,6430.41,15.0,5465.85,COD,Delivered,1.0
ORD001696,CUST00502,2024-10-26,Home,Sofa,1,27268.68,27268.68,0.0,27268.68,UPI,Delivered,4.0
ORD001697,CUST00346,2024-11-06,Electronics,Smartphone,4,14223.56,56894.24,0.0,56894.24,COD,Delivered,5.0
ORD001698,CUST00011,2024-01-25,Sports,Dumbbells,3,8817.96,26453.88,0.0,26453.88,Net Banking,Delivered,1.0
ORD001699,CUST00712,2023-12-10,Sports,Football,4,4419.11,17676.44,15.0,15024.97,COD,Delivered,4.0
ORD001700,CUST00417,2023-09-25,Sports,Yoga Mat,3,5460.87,16382.61,0.0,16382.61,Net Banking,Delivered,1.0
ORD001701,CUST00936,2024-11-13,Home,Rug,1,27644.51,27644.51,15.0,23497.83,COD,Cancelled,
ORD001702,CUST00024,2023-09-06,Electronics,Smartwatch,1,40466.35,40466.35,0.0,40466.35,UPI,Delivered,5.0
ORD001703,CUST00821,2023-01-10,Clothing,Dress,1,4004.95,4004.95,15.0,3404.21,UPI,Shipped,
ORD001704,CUST00633,2024-10-08,Electronics,Tablet,4,8487.19,33948.76,5.0,32251.32,Credit Card,Processing,
ORD001705,CUST00058,2023-07-10,Sports,Yoga Mat,1,2511.37,2511.37,0.0,2511.37,Credit Card,Delivered,2.0
ORD001706,CUST00216,2023-11-25,Electronics,Smartphone,4,36075.38,144301.52,0.0,144301.52,Debit Card,Delivered,2.0
ORD001707,CUST00726,2024-04-25,Books,Fiction,2,987.1,1974.2,15.0,1678.07,COD,Delivered,1.0
ORD001708,CUST00454,2023-06-30,Clothing,Shirt,1,2784.13,2784.13,0.0,2784.13,UPI,Returned,
ORD001709,CUST00556,2024-12-20,Books,Magazine,1,1464.54,1464.54,0.0,1464.54,Debit Card,Shipped,
ORD001710,CUST00330,2024-02-09,Sports,Bicycle,2,14883.72,29767.44,0.0,29767.44,COD,Delivered,4.0
ORD001711,CUST00519,2023-09-14,Sports,Cricket Bat,4,4638.34,18553.36,5.0,17625.69,Debit Card,Shipped,
